,gene1,gene2,cost,psi
1225,CCNB1,KPNA2,33.61091845721763,0.36959913571644626
211,ANKRD26,LIPA,33.61225195440802,5.543987035746694
2417,EPCAM,SCD,33.65351963865345,0.36959913571644626
3593,LUC7L3,SLTM,33.6588875199932,0.36959913571644626
4968,THUMPD2,WDR20,33.68662887574497,0.7391982714328925
283,ANXA7,MTRNR2L6,33.71264038956526,0.36959913571644626
3599,LZIC,SCAF4,33.72444213522576,0.7391982714328925
1145,CAST,STAT1,33.74133185202595,0.7391982714328925
3055,HNRNPA2B1,STMN1,33.74301472547094,0.36959913571644626
1673,COG4,IKBKAP,33.747592639656254,0.7391982714328925
4270,PKD2,VPS8,33.760347209196766,5.543987035746694
3704,MED14,SERINC1,33.771422843527354,5.543987035746694
2836,GPT2,HERPUD1,33.77419183725006,5.543987035746694
4505,RAD51AP1,TMEM184C,33.79177528996667,0.36959913571644626
2623,FTL,GAPDH,33.79605851776998,0.36959913571644626
3661,MAST3,RANBP17,33.800878854795315,5.543987035746694
172,ALG10B,MTRNR2L6,33.80203834805203,5.91358617146314
4965,TES,TIGD1,33.82002360107876,0.36959913571644626
3068,HNRNPH1,L1TD1,33.83036731826973,5.91358617146314
4326,PPP1CB,PPP3CA,33.84010095537548,5.91358617146314
3596,LYN,SPATA5,33.85218137193479,5.543987035746694
1149,CBR1,EIF3F,33.86967462308458,0.36959913571644626
4245,PHGDH,UBC,33.87772647273535,0.36959913571644626
4090,ORC4,PPP1R15B,33.88424085395524,0.36959913571644626
675,BCAT1,HNRNPH1,33.887075608935,0.36959913571644626
1813,CTSC,RPN2,33.888341829121565,0.36959913571644626
4406,PSMB2,RPL41,33.891249512376156,0.36959913571644626
4125,PA2G4,SLTM,33.902438662019826,0.36959913571644626
794,BSDC1,NOL6,33.91556188350132,5.543987035746694
4394,PSAT1,SARS,33.91853622639603,5.91358617146314
2451,ERGIC2,MTRNR2L6,33.92763073332723,0.36959913571644626
4861,SMC2,ZNF518A,33.94706871414789,0.36959913571644626
595,AURKA,KPNA2,33.948720792161076,5.91358617146314
3859,MSTO1,NBR1,33.956944136145104,5.543987035746694
69,ACO1,MDC1,33.96008069799314,5.543987035746694
1606,CKAP2,UBE2C,33.97383933592967,0.36959913571644626
4220,PGM2,USP9Y,33.97879650436147,5.543987035746694
2088,DNMT3A,RBM17,33.980123104700674,5.91358617146314
5044,USP9X,VMA21,33.98922124916355,0.36959913571644626
4442,PTMA,RPL41,33.993821807028645,0.36959913571644626
4648,RPP30,SMC2,34.0077124118169,0.36959913571644626
96,ACVR2B,PSMD1,34.023398949327365,0.36959913571644626
1505,CENPO,SEC24C,34.033164809186815,5.543987035746694
4124,PA2G4,RPP30,34.03484615976013,0.36959913571644626
193,AMOTL2,PIF1,34.05608362747749,5.543987035746694
2908,H3F3A,VDAC2,34.06012434492524,0.36959913571644626
2243,EGR1,STC1,34.060279330205475,5.543987035746694
3231,INTS10,RAP2A,34.11816574797584,5.543987035746694
3726,METTL17,MTRNR2L6,34.12470167495068,5.91358617146314
3653,MARCKS,TMEM33,34.12879528955851,0.36959913571644626
3136,HSP90B1,SEP15,34.13084755610125,0.36959913571644626
4581,RNF26,TOB1,34.13749858895434,5.543987035746694
4151,PARP4,PGM2,34.171478100167704,5.543987035746694
1179,CCDC14,FXR1,34.17211186916345,0.36959913571644626
725,BCR,RNF219,34.19542621268206,0.7391982714328925
1684,COL4A6,VASH2,34.216458568390834,5.543987035746694
436,ARRDC3,SLC7A1,34.2215813645632,5.543987035746694
3261,ITGB5,RBM6,34.24471765927107,0.36959913571644626
1144,CASP8AP2,PTRH2,34.2452759900197,0.36959913571644626
1674,COG4,MSTO1,34.24964444110248,5.543987035746694
4383,PRKRIR,TOB1,34.25581783182762,5.543987035746694
4842,SLC4A7,TIGD1,34.26228403020813,5.91358617146314
888,BZW1,DPYSL2,34.262308842096346,0.36959913571644626
2830,GPR180,MOV10,34.262342621846294,5.543987035746694
1644,CLSPN,KRI1,34.26882817201563,5.91358617146314
5049,WDR11,ZSCAN2,34.28170366733366,0.7391982714328925
4718,SEC24C,SIPA1L1,34.290981868028986,0.7391982714328925
1543,CFLAR,SPTBN1,34.30776935113841,0.36959913571644626
3654,MARCKS,TRA2B,34.308035963790125,0.36959913571644626
4189,PDIA4,RCN1,34.30997655166388,0.36959913571644626
1801,CTSA,PGM2,34.32744555156313,5.543987035746694
46,ACAD8,GPT2,34.34982964731239,5.543987035746694
3989,NF1,ZNF780A,34.35667235574817,5.174387900030248
330,APLP2,SLC16A1,34.363353209475115,0.36959913571644626
3309,KIAA0317,SIRT1,34.36676471779932,5.543987035746694
3572,LSM7,NDUFA13,34.371815189838166,0.36959913571644626
3955,NBEA,TBC1D5,34.3723693173269,5.543987035746694
1748,COX6C,RPS25,34.38134491775543,0.36959913571644626
2390,ENO1,HSP90AB1,34.38437746127462,0.36959913571644626
3826,MRPS10,SEP15,34.41142654495841,5.91358617146314
3199,IFT81,KLHL9,34.42719233526501,5.543987035746694
2226,EEF1A1,UBC,34.439028199179624,5.91358617146314
1511,CEP290,OXR1,34.44139177443243,5.543987035746694
1,AACS,VOPP1,34.44303450752005,5.543987035746694
4622,RPL41,VDAC2,34.44347193335806,0.36959913571644626
4062,NUSAP1,TOP2A,34.445286389819785,0.36959913571644626
4155,PATZ1,PWP2,34.48938482959888,5.543987035746694
2655,FXR1,GTF2I,34.50767242179372,0.36959913571644626
3788,MLLT10,RNF219,34.511253181278086,0.7391982714328925
256,ANP32E,PPP3CA,34.52879307460875,0.36959913571644626
4100,ORMDL2,SLC29A1,34.53447354955934,0.36959913571644626
2533,FAR1,PARG,34.551146499206304,0.36959913571644626
2423,EPM2AIP1,SPATS2L,34.556743744387155,0.36959913571644626
752,BOD1L,TMEM212,34.59836240429955,0.36959913571644626
2211,EEF1A1,RPL23A,34.6028242002526,5.91358617146314
1719,COX20,VMA21,34.61624762246308,0.36959913571644626
4810,SLC16A1,SPCS3,34.62028654443262,0.36959913571644626
2186,EEF1A1,H3F3A,34.62494116386317,0.36959913571644626
1649,CLSPN,PIGK,34.653984251269165,5.543987035746694
4374,PREX2,STX7,34.65720210820548,5.543987035746694
819,BTRC,RINT1,34.663182838830444,5.543987035746694
3949,NANP,PPP1R2,34.6633362538978,0.7391982714328925
3027,HNRNPA0,PPP1CB,34.679324237400934,0.36959913571644626
2996,HMGCS1,MSMO1,34.69254671583052,0.36959913571644626
3589,LUC7L3,MGST3,34.703615521714454,0.36959913571644626
1594,CIT,UBN2,34.71198427962977,5.543987035746694
1292,CCNK,SEL1L,34.72407988189902,5.543987035746694
2432,EPT1,TAC3,34.72566423998732,5.543987035746694
825,BUB1,DLGAP5,34.73236566590647,0.36959913571644626
3537,LONP2,TARS2,34.73536793229203,5.543987035746694
3828,MRPS10,TAF7,34.74317199573755,0.36959913571644626
987,C3orf64,PHKB,34.75563121294435,5.543987035746694
1737,COX6C,LARP7,34.7673586912187,0.36959913571644626
50,ACADSB,MTRNR2L6,34.780101708611596,0.36959913571644626
3408,KRI1,NSRP1,34.81414323212087,0.36959913571644626
3435,L1TD1,SRP9,34.82135243769547,0.36959913571644626
1648,CLSPN,PA2G4,34.826411511901114,0.36959913571644626
198,ANAPC4,SEL1L3,34.839516721001075,0.7391982714328925
1498,CENPK,MKI67IP,34.843961662933296,0.36959913571644626
305,AP3S1,XBP1,34.84885804278326,5.543987035746694
4316,POLE,SLC7A1,34.85774912869674,5.543987035746694
3201,IGDCC4,IL17RD,34.85842958236872,5.543987035746694
4470,PTRH2,ZNF780A,34.876382087200376,0.7391982714328925
787,BRWD1,TMEM184C,34.88186599691381,5.543987035746694
1287,CCNK,FXR1,34.88725697995803,0.36959913571644626
3470,LARP7,RPS23,34.90292368746066,0.36959913571644626
1575,CHD9,RNMTL1,34.923284675054,5.543987035746694
4984,TM9SF3,VMA21,34.92826716700612,0.36959913571644626
3521,LIMK2,TTC4,34.94214140092932,5.543987035746694
1611,CKAP4,CREBZF,34.98844146735764,0.36959913571644626
4539,RCN1,SLC29A1,34.99586113430799,5.91358617146314
4865,SON,ZDHHC20,34.99881382209538,0.36959913571644626
3038,HNRNPA2B1,L1TD1,35.001900738150816,5.91358617146314
375,ARHGAP11A,UBE2C,35.002018238519064,0.36959913571644626
1881,DAPK1,FGFR2,35.002611493406825,5.543987035746694
1628,CLASP2,PPP4R1,35.00915978414918,5.543987035746694
3630,MAPKAPK3,NAA35,35.01395057016582,0.7391982714328925
3571,LSM7,MGST3,35.019767296934745,0.36959913571644626
90,ACVR2B,GRHL2,35.02203161928144,0.7391982714328925
728,BIN3,ZNF507,35.02911648976058,5.543987035746694
605,AUTS2,CUZD1,35.041252034462566,5.543987035746694
3060,HNRNPA2B1,TMEM33,35.04147542327128,0.36959913571644626
1720,COX6A1,COX6C,35.04882789061798,0.36959913571644626
435,ARRDC3,GPAM,35.06515127864801,5.543987035746694
162,ALDH1B1,MELK,35.06555053443248,0.7391982714328925
473,ASPM,SLTM,35.07913807567357,0.36959913571644626
768,BPTF,MTRNR2L6,35.096563782228166,5.91358617146314
3421,L1TD1,LSM5,35.09695228307546,0.36959913571644626
1217,CCNB1,DLGAP5,35.09985235042109,0.36959913571644626
300,AP3S1,NTS,35.11139528019186,5.543987035746694
1808,CTSC,HSP90B1,35.116186960320995,0.36959913571644626
1653,CLSPN,WAC,35.116816870561536,0.36959913571644626
2469,ETV1,SLTM,35.144110298082005,0.36959913571644626
3559,LRRC42,ZCCHC11,35.14748756482021,5.543987035746694
3476,LARP7,SLC38A2,35.15247081626693,0.36959913571644626
3958,NCAPD2,PLAGL2,35.15921008090433,5.543987035746694
4902,SRP9,TLK1,35.17591297969832,0.36959913571644626
3558,LRRC42,USP47,35.179640225269495,5.543987035746694
3388,KPNA2,NUSAP1,35.18974245232892,0.36959913571644626
1525,CEP68,OSBPL8,35.20772441007443,5.543987035746694
3002,HMGCS1,SCD,35.21091540409034,0.36959913571644626
1495,CENPK,CLDND1,35.219199775596216,5.91358617146314
359,ARFGEF2,LPIN3,35.23298822701503,5.543987035746694
4522,RBBP4,SLC16A1,35.23743071822597,0.36959913571644626
1086,CANX,HSP90B1,35.28718341851041,0.36959913571644626
29,ABHD10,PRRC2B,35.28980614236651,5.91358617146314
3412,KRI1,ZNF518A,35.291756599362,0.36959913571644626
2504,FAM175A,ZNF75A,35.30303837311274,5.543987035746694
1195,CCDC88A,SLC16A1,35.30953331030611,0.36959913571644626
3177,ID2,KDM6A,35.31010277235202,5.543987035746694
1200,CCDC93,LPIN3,35.31555279783243,5.543987035746694
194,AMOTL2,PLK1,35.328612972651676,0.7391982714328925
3779,MKI67IP,MRPS10,35.33479472612187,0.36959913571644626
2972,HMGB3,HNRPDL,35.349460293346546,0.36959913571644626
994,C5orf44,NUS1,35.368556465678786,5.543987035746694
191,AMOTL2,NPLOC4,35.37132522236627,5.543987035746694
1433,CDK14,PARG,35.37347596188388,5.543987035746694
4003,NKTR,TMEM212,35.37459054500793,0.36959913571644626
4382,PRKRIR,TMED5,35.381402101711956,5.543987035746694
636,B4GALT1,HNRNPA0,35.3853282652229,0.36959913571644626
4310,PODXL,SLC16A1,35.388698627302915,5.91358617146314
4241,PHGDH,PSAT1,35.39495779382172,0.36959913571644626
286,ANXA7,TMEM212,35.39571682770892,0.36959913571644626
4097,ORC4,VASH2,35.420015946774434,0.36959913571644626
3888,MTMR9,RALGAPB,35.421480424106164,5.543987035746694
3232,INTS12,ITM2A,35.432646465926176,5.543987035746694
584,AURKA,CKAP2,35.44142141733098,0.36959913571644626
2047,DLG5,NUDCD3,35.450546504682556,5.543987035746694
2808,GOLPH3L,JAK1,35.45826846704698,5.543987035746694
260,ANP32E,RRP15,35.45833457462286,0.36959913571644626
4828,SLC39A10,SLC39A14,35.461325964665114,0.36959913571644626
4857,SMC2,TES,35.48013497212206,0.36959913571644626
3328,KIAA1737,MELK,35.480836269164655,0.7391982714328925
2868,GTF3C1,PCYOX1,35.48316746484494,0.7391982714328925
1593,CIT,SEC24C,35.48964129033753,0.7391982714328925
135,AGL,XBP1,35.49010175819267,5.543987035746694
738,BNIP3,PMAIP1,35.49458004403359,5.543987035746694
3438,L1TD1,TMEM33,35.49553192760591,5.91358617146314
4870,SOX11,TLK1,35.495747472668754,0.36959913571644626
4941,TAF15,USP9X,35.49972882079661,5.91358617146314
2686,G2E3,SGOL2,35.50287536604657,0.36959913571644626
2159,DYNC2H1,SALL1,35.50467328902433,5.543987035746694
4735,SEP15,YME1L1,35.50911727458341,0.36959913571644626
4078,ODF2L,SPTBN1,35.52209954719467,5.91358617146314
93,ACVR2B,MED14,35.532723878006536,5.543987035746694
1590,CHURC1,TCEAL8,35.53481216053638,0.36959913571644626
1201,CCDC93,PLK1S1,35.541097130442154,5.543987035746694
3598,LZIC,PIGK,35.542506649298126,0.7391982714328925
3462,LARP7,MTRNR2L6,35.5779191070017,0.36959913571644626
4197,PDIA6,RPN2,35.591462691753456,0.36959913571644626
4147,PARG,TNRC6B,35.59261442946038,5.91358617146314
265,ANP32E,SRP9,35.59716819374502,0.36959913571644626
2322,EIF4E,PPP1CB,35.60340802691654,5.91358617146314
3933,MYO19,TASP1,35.610041777890906,0.7391982714328925
313,APEX2,LGALS8,35.66140914510006,5.543987035746694
4102,OSBPL8,SMCR7L,35.665928366659486,0.7391982714328925
4364,PPP3CA,TLK1,35.666491200358976,0.36959913571644626
4520,RAPGEF2,ZNF227,35.68431808422942,5.543987035746694
614,AZIN1,DPYSL2,35.68579022536444,0.36959913571644626
2115,DPY19L3,NPAT,35.688749228039384,0.7391982714328925
1887,DCAF8,SPAST,35.69234797293388,0.7391982714328925
3597,LYN,ZNF551,35.692713925156376,5.543987035746694
2744,GARS,RPL13,35.696111133504914,0.36959913571644626
3575,LSM7,RPL23A,35.70518811502919,0.36959913571644626
4138,PANK3,PPP1R2,35.70848729678333,5.543987035746694
461,ASPH,CACHD1,35.71883721886651,0.7391982714328925
3783,MLF1,MLLT10,35.72283642333067,0.36959913571644626
2849,GTF2A2,RCHY1,35.7267302519382,0.36959913571644626
346,ARF6,PPP1CB,35.74631049643505,0.36959913571644626
565,ATRX,VMA21,35.74898977394217,0.36959913571644626
442,ASH2L,DCAKD,35.75318264092772,5.543987035746694
3823,MRPS10,RAD51AP1,35.77316510454234,0.36959913571644626
1288,CCNK,HDGFRP3,35.78098001828834,0.36959913571644626
2092,DNMT3A,YTHDF1,35.78565041540402,5.543987035746694
1685,COMMD2,MELK,35.78956528234771,0.36959913571644626
2183,EEF1A1,FTL,35.79344109513215,5.91358617146314
1082,CANX,CTSC,35.79368920646737,5.91358617146314
2137,DSCR3,ZDHHC3,35.79849429162387,5.543987035746694
1746,COX6C,RPL7,35.81368132876924,5.91358617146314
853,BUB3,CCNB1,35.82052915523951,0.36959913571644626
3751,MGST1,SEC11A,35.828177346374325,0.36959913571644626
2498,FAM168B,MFN1,35.8352290946465,5.543987035746694
4595,RPL13,VCP,35.836670404054075,0.36959913571644626
3371,KIF2C,PTBP1,35.83918838588625,5.91358617146314
232,ANP32E,BCAT1,35.84666180035899,5.91358617146314
4000,NKTR,ODF2L,35.850444605953534,0.36959913571644626
890,BZW1,EIF4E,35.85652002365249,0.36959913571644626
2703,GALM,KANSL2,35.865365191300555,5.543987035746694
217,ANKRD46,MFAP3,35.877051606426456,5.543987035746694
2133,DSCR3,ERBB2,35.88369296685975,0.36959913571644626
64,ACIN1,ERBB2,35.88383191301085,5.91358617146314
2508,FAM20B,GAPVD1,35.884753164242035,5.543987035746694
705,BCAT1,TRA2B,35.88956748288908,0.36959913571644626
3281,KANK1,PDIA4,35.88997944758234,0.7391982714328925
99,ACVR2B,YME1L1,35.890656339503884,5.91358617146314
1009,C9orf72,DNPEP,35.89312525489018,5.543987035746694
284,ANXA7,ORC4,35.89866504840452,0.36959913571644626
3689,MDC1,THADA,35.906841533113074,5.543987035746694
2821,GPD2,TAB2,35.91167947054899,0.7391982714328925
2236,EFR3B,ZNF136,35.911868850656475,5.543987035746694
3708,MED14,USP28,35.92622193230533,5.543987035746694
4609,RPL23A,VDAC2,35.93138342321345,0.36959913571644626
947,C16orf72,PPP1CB,35.93945644500169,0.7391982714328925
5015,TOPBP1,VPS39,35.94333706989441,5.543987035746694
3841,MSL1,SIPA1L1,35.956573922054254,5.543987035746694
1177,CCDC14,DIDO1,35.96055255207683,0.36959913571644626
4082,ODF2L,ZNF621,35.970405968915784,0.36959913571644626
4913,ST13,VDAC2,35.97670431610739,0.36959913571644626
1721,COX6A1,H3F3A,35.99269455886701,0.36959913571644626
4001,NKTR,SLC16A1,35.996296569014085,0.36959913571644626
37,ACACA,BSCL2,36.003765474360854,0.36959913571644626
3307,KIAA0317,RAP1GAP2,36.01121427206944,0.7391982714328925
4484,RAB3B,SLC39A14,36.013268817394575,0.36959913571644626
18,ABCD3,MYO6,36.01543918104255,5.543987035746694
4368,PRDM2,ZNF84,36.01881160761768,5.543987035746694
4031,NSUN2,PFN1,36.02355160733422,5.543987035746694
4944,TBC1D4,YTHDF3,36.024547060968786,5.543987035746694
758,BPTF,CFLAR,36.026669265799605,5.91358617146314
148,AK4,SRP9,36.03655175780753,0.36959913571644626
4840,SLC44A2,SMYD5,36.040302870494806,5.543987035746694
2547,FBXW2,RAD51AP1,36.04763611405519,5.91358617146314
2516,FAM65B,XPR1,36.04882743331734,5.543987035746694
3830,MRPS10,YME1L1,36.05841787005442,0.36959913571644626
541,ATP1B3,RPL13,36.06490634275341,0.36959913571644626
4385,PRKX,PTPRA,36.06728262161317,5.543987035746694
2853,GTF2A2,SPIN1,36.069397213295886,0.36959913571644626
902,BZW1,PSAT1,36.083929082278885,5.91358617146314
2386,ENO1,FTL,36.092939548117656,0.36959913571644626
769,BPTF,ODF2L,36.094407162387405,0.36959913571644626
1966,DDX6,LARS,36.094726340411846,0.36959913571644626
301,AP3S1,PPP1CB,36.10035207550048,0.36959913571644626
3208,IKBKAP,NEDD1,36.10429167217925,0.7391982714328925
4376,PREX2,XPO4,36.112680900811476,5.543987035746694
2935,HERPUD1,OSBPL8,36.114849489393606,5.543987035746694
3618,MAP1B,TLK1,36.12043969267214,0.36959913571644626
3442,L3MBTL2,NR2C1,36.1300007258552,5.543987035746694
1074,CAMSAP1,ERBB2,36.152244973555234,0.7391982714328925
2582,FH,VMA21,36.15819134565107,0.36959913571644626
898,BZW1,MEST,36.165033677330804,5.91358617146314
2240,EGR1,LDB2,36.16513409751919,0.7391982714328925
2314,EIF4E,HNRNPA2B1,36.169602095097645,0.36959913571644626
2436,ERAL1,PHC1,36.170086717516696,0.36959913571644626
1578,CHD9,VASH2,36.17655705306194,0.36959913571644626
1371,CDCA3,PTPRK,36.17785739092544,0.7391982714328925
1522,CEP57,RPN2,36.17950770120429,5.91358617146314
1640,CLSPN,FLVCR1,36.1814601364366,0.36959913571644626
924,C12orf35,TMEM181,36.19386788917946,5.543987035746694
1538,CFLAR,POLR3G,36.19875081407449,0.36959913571644626
285,ANXA7,PA2G4,36.20893300988397,0.36959913571644626
2794,GNL3,H3F3A,36.209934912482375,0.36959913571644626
3872,MTHFD2,PSAT1,36.21981289504728,0.36959913571644626
1139,CASK,GRB10,36.22178532373325,5.543987035746694
975,C2orf44,FASTKD3,36.22235716873185,5.543987035746694
3379,KLHL9,RAB11FIP2,36.223718140809545,0.7391982714328925
4972,TIGD1,ZNF471,36.229520988120534,0.36959913571644626
2101,DOCK1,SPATA5,36.22969343716961,5.543987035746694
2454,ERVMER34-1,UBE2J1,36.24747291326489,5.543987035746694
4156,PATZ1,ZNF140,36.250195886389264,5.543987035746694
4179,PDIA3,PDIA4,36.25502907601788,0.36959913571644626
4252,PHYH,PLAGL2,36.25596883723324,5.543987035746694
1882,DARS2,PRKX,36.26305280441668,5.543987035746694
1677,COL18A1,PELI2,36.27141148589026,0.7391982714328925
5038,UBE2V2,VDAC2,36.28034730765287,0.36959913571644626
935,C14orf109,TAF15,36.292007005429745,0.7391982714328925
800,BTBD3,HUS1,36.294275099597535,0.7391982714328925
3487,LARS,PFN2,36.30713058649329,0.36959913571644626
4271,PKN2,TNRC6B,36.31491464895523,0.36959913571644626
2063,DLGAP5,SGOL2,36.320237880710394,0.36959913571644626
3112,HPS4,NF1,36.327627184189275,5.543987035746694
4104,OSTC,PTMA,36.339068713961595,0.36959913571644626
4064,NUSAP1,TRIM59,36.34098379308676,0.36959913571644626
3579,LSM7,RPS25,36.34338386370236,5.91358617146314
4207,PEX2,TSTD1,36.35475728032935,0.36959913571644626
4749,SET,TMEM33,36.3618853524412,0.36959913571644626
2998,HMGCS1,PPP1CB,36.36274303371621,0.36959913571644626
4658,RPS23,VDAC2,36.36445686768179,0.36959913571644626
324,APLP2,HSP90B1,36.37862846523943,0.36959913571644626
2291,EIF3L,QARS,36.39719795609918,0.36959913571644626
1815,CTSC,TSPAN6,36.39918127127259,0.36959913571644626
2074,DNAJA3,TSPAN14,36.41381075920664,5.543987035746694
4998,TMEM212,ZNF780A,36.42316431709262,0.7391982714328925
3225,INPP5F,LPIN3,36.42543612262085,5.543987035746694
3031,HNRNPA0,TRA2B,36.4261552909481,0.36959913571644626
945,C16orf72,KIF2A,36.43594036693524,5.543987035746694
2903,H3F3A,ST13,36.445962208751745,0.36959913571644626
1916,DCUN1D4,INO80D,36.4464948327909,0.36959913571644626
525,ATP11A,SRPR,36.451615990835286,5.543987035746694
195,AMOTL2,SEP15,36.47357830009615,1.1087974071493387
2956,HJURP,UBE2C,36.47698931770275,0.36959913571644626
3527,LIPA,ZMYM5,36.48448733009827,5.543987035746694
4864,SON,USP47,36.500799899944546,0.36959913571644626
481,ASTN2,BPTF,36.50408862678464,5.91358617146314
2859,GTF2B,METTL17,36.525155460860255,5.543987035746694
2809,GOLPH3L,SSX2IP,36.531929278584684,5.543987035746694
2847,GTF2A2,HIBCH,36.53310494686689,5.91358617146314
606,AUTS2,TRIM2,36.545527751358605,5.543987035746694
1723,COX6A1,NDUFA13,36.558096761321785,0.36959913571644626
180,ALPL,LAMC1,36.561428350948894,5.543987035746694
4223,PGM3,XPR1,36.565609064026184,5.543987035746694
263,ANP32E,SOX11,36.56962821967779,0.36959913571644626
940,C14orf129,SMYD3,36.57759295169788,5.543987035746694
1510,CEP290,HNRNPA0,36.58092497822808,5.543987035746694
3916,MTRNR2L6,SPTLC1,36.58408245516662,5.91358617146314
2500,FAM169A,PPP1R2,36.58959345741153,0.7391982714328925
638,B4GALT1,ORMDL2,36.59156363099159,0.36959913571644626
531,ATP1A2,STAU2,36.59878960559498,5.543987035746694
1581,CHML,MTRNR2L6,36.60512444371042,0.36959913571644626
2510,FAM20B,UTP20,36.60684318679548,0.7391982714328925
1129,CASC5,ETAA1,36.62980814895647,0.7391982714328925
207,ANKRD13C,ZNF519,36.641785373271375,5.543987035746694
4348,PPP1R15B,RPN2,36.64746871397345,0.36959913571644626
4337,PPP1CB,SOX11,36.660280720954795,0.36959913571644626
4815,SLC16A1,USP34,36.664034892420766,0.36959913571644626
333,AQR,SERPINB9,36.66999294060674,1.1087974071493387
2644,FUBP1,HEATR1,36.67040153700814,0.36959913571644626
2992,HMGCS1,IDI1,36.70158737947114,0.36959913571644626
